location,vaccine,Daily total_vaccinations,Total Vaccinations,new_date,Month,Year,Day Name,Month Name
Chile,Pfizer/BioNTech,420,0,2020-12-24,12,2020,Thursday,December
Chile,Pfizer/BioNTech,5198,0,2020-12-25,12,2020,Friday,December
Chile,Pfizer/BioNTech,8338,0,2020-12-26,12,2020,Saturday,December
Chile,Pfizer/BioNTech,8649,0,2020-12-27,12,2020,Sunday,December
Chile,Pfizer/BioNTech,8649,0,2020-12-28,12,2020,Monday,December
Chile,Pfizer/BioNTech,8649,0,2020-12-29,12,2020,Tuesday,December
Chile,Pfizer/BioNTech,8649,0,2020-12-30,12,2020,Wednesday,December
Chile,Pfizer/BioNTech,8649,0,2020-12-31,12,2020,Thursday,December
Chile,Pfizer/BioNTech,8649,0,2021-01-01,1,2021,Friday,January
Chile,Pfizer/BioNTech,8649,0,2021-02-01,2,2021,Monday,February
Chile,Pfizer/BioNTech,8649,0,2021-03-01,3,2021,Monday,March
Chile,Pfizer/BioNTech,9054,0,2021-04-01,4,2021,Thursday,April
Chile,Pfizer/BioNTech,10497,0,2021-05-01,5,2021,Saturday,May
Chile,Pfizer/BioNTech,10702,0,2021-06-01,6,2021,Tuesday,June
Chile,Pfizer/BioNTech,10702,0,2021-07-01,7,2021,Thursday,July
Chile,Pfizer/BioNTech,10702,0,2021-08-01,8,2021,Sunday,August
Chile,Pfizer/BioNTech,10702,0,2021-09-01,9,2021,Wednesday,September
Chile,Pfizer/BioNTech,10702,0,2021-10-01,10,2021,Friday,October
Chile,Pfizer/BioNTech,10702,0,2021-11-01,11,2021,Monday,November
Chile,Pfizer/BioNTech,10702,0,2021-12-01,12,2021,Wednesday,December
Chile,Pfizer/BioNTech,11732,0,2021-01-13,1,2021,Wednesday,January
Chile,Pfizer/BioNTech,18646,0,2021-01-14,1,2021,Thursday,January
Chile,Pfizer/BioNTech,22077,0,2021-01-15,1,2021,Friday,January
Chile,Pfizer/BioNTech,22167,0,2021-01-16,1,2021,Saturday,January
Chile,Pfizer/BioNTech,22167,0,2021-01-17,1,2021,Sunday,January
Chile,Pfizer/BioNTech,33202,0,2021-01-18,1,2021,Monday,January
Chile,Pfizer/BioNTech,52556,0,2021-01-19,1,2021,Tuesday,January
Chile,Pfizer/BioNTech,61859,0,2021-01-20,1,2021,Wednesday,January
Chile,Pfizer/BioNTech,64920,0,2021-01-21,1,2021,Thursday,January
Chile,Pfizer/BioNTech,65332,0,2021-01-22,1,2021,Friday,January
Chile,Pfizer/BioNTech,65332,0,2021-01-23,1,2021,Saturday,January
Chile,Pfizer/BioNTech,65332,0,2021-01-24,1,2021,Sunday,January
Chile,Pfizer/BioNTech,66752,0,2021-01-25,1,2021,Monday,January
Chile,Pfizer/BioNTech,67368,0,2021-01-26,1,2021,Tuesday,January
Chile,Pfizer/BioNTech,67403,0,2021-01-27,1,2021,Wednesday,January
Chile,Pfizer/BioNTech,67403,0,2021-01-28,1,2021,Thursday,January
Chile,Pfizer/BioNTech,67408,0,2021-01-29,1,2021,Friday,January
Chile,Pfizer/BioNTech,67409,0,2021-01-30,1,2021,Saturday,January
Chile,Pfizer/BioNTech,67409,0,2021-01-31,1,2021,Sunday,January
Chile,Pfizer/BioNTech,67409,0,2021-01-02,1,2021,Saturday,January
Chile,Pfizer/BioNTech,67415,0,2021-02-02,2,2021,Tuesday,February
Chile,Sinovac,13181,0,2021-02-02,2,2021,Tuesday,February
Chile,Pfizer/BioNTech,67415,0,2021-03-02,3,2021,Tuesday,March
Chile,Sinovac,183591,0,2021-03-02,3,2021,Tuesday,March
Chile,Pfizer/BioNTech,69543,0,2021-04-02,4,2021,Friday,April
Chile,Sinovac,357648,0,2021-04-02,4,2021,Friday,April
Chile,Pfizer/BioNTech,70231,0,2021-05-02,5,2021,Sunday,May
Chile,Sinovac,526321,0,2021-05-02,5,2021,Sunday,May
Chile,Pfizer/BioNTech,70236,0,2021-06-02,6,2021,Wednesday,June
Chile,Sinovac,554169,0,2021-06-02,6,2021,Wednesday,June
Chile,Pfizer/BioNTech,70237,0,2021-07-02,7,2021,Friday,July
Chile,Sinovac,562805,0,2021-07-02,7,2021,Friday,July
Chile,Pfizer/BioNTech,82018,0,2021-08-02,8,2021,Monday,August
Chile,Sinovac,784316,0,2021-08-02,8,2021,Monday,August
Chile,Pfizer/BioNTech,101480,0,2021-09-02,9,2021,Thursday,September
Chile,Sinovac,1026748,0,2021-09-02,9,2021,Thursday,September
Chile,Pfizer/BioNTech,109914,0,2021-10-02,10,2021,Saturday,October
Chile,Sinovac,1299238,0,2021-10-02,10,2021,Saturday,October
Chile,Pfizer/BioNTech,112981,0,2021-11-02,11,2021,Tuesday,November
Chile,Sinovac,1550355,0,2021-11-02,11,2021,Tuesday,November
Chile,Pfizer/BioNTech,113336,0,2021-12-02,12,2021,Thursday,December
Chile,Sinovac,1779501,0,2021-12-02,12,2021,Thursday,December
Chile,Pfizer/BioNTech,113370,0,2021-02-13,2,2021,Saturday,February
Chile,Sinovac,1809008,0,2021-02-13,2,2021,Saturday,February
Chile,Pfizer/BioNTech,113370,0,2021-02-14,2,2021,Sunday,February
Chile,Sinovac,1813474,0,2021-02-14,2,2021,Sunday,February
Chile,Pfizer/BioNTech,113371,0,2021-02-15,2,2021,Monday,February
Chile,Sinovac,2079387,0,2021-02-15,2,2021,Monday,February
Chile,Pfizer/BioNTech,113381,0,2021-02-16,2,2021,Tuesday,February
Chile,Sinovac,2299449,0,2021-02-16,2,2021,Tuesday,February
Chile,Pfizer/BioNTech,113381,0,2021-02-17,2,2021,Wednesday,February
Chile,Sinovac,2487557,0,2021-02-17,2,2021,Wednesday,February
Chile,Pfizer/BioNTech,113382,0,2021-02-18,2,2021,Thursday,February
Chile,Sinovac,2642845,0,2021-02-18,2,2021,Thursday,February
Chile,Pfizer/BioNTech,113382,0,2021-02-19,2,2021,Friday,February
Chile,Sinovac,2785023,0,2021-02-19,2,2021,Friday,February
Chile,Pfizer/BioNTech,113382,0,2021-02-20,2,2021,Saturday,February
Chile,Sinovac,2794662,0,2021-02-20,2,2021,Saturday,February
Chile,Pfizer/BioNTech,113382,0,2021-02-21,2,2021,Sunday,February
Chile,Sinovac,2795826,0,2021-02-21,2,2021,Sunday,February
Chile,Pfizer/BioNTech,125475,0,2021-02-22,2,2021,Monday,February
Chile,Sinovac,2891883,0,2021-02-22,2,2021,Monday,February
Chile,Pfizer/BioNTech,150322,0,2021-02-23,2,2021,Tuesday,February
Chile,Sinovac,2961313,0,2021-02-23,2,2021,Tuesday,February
Chile,Pfizer/BioNTech,178837,0,2021-02-24,2,2021,Wednesday,February
Chile,Sinovac,3019089,0,2021-02-24,2,2021,Wednesday,February
Chile,Pfizer/BioNTech,212540,0,2021-02-25,2,2021,Thursday,February
Chile,Sinovac,3071472,0,2021-02-25,2,2021,Thursday,February
Chile,Pfizer/BioNTech,242249,0,2021-02-26,2,2021,Friday,February
Chile,Sinovac,3120000,0,2021-02-26,2,2021,Friday,February
Chile,Pfizer/BioNTech,248509,0,2021-02-27,2,2021,Saturday,February
Chile,Sinovac,3123718,0,2021-02-27,2,2021,Saturday,February
Chile,Pfizer/BioNTech,248511,0,2021-02-28,2,2021,Sunday,February
Chile,Sinovac,3124071,0,2021-02-28,2,2021,Sunday,February
Chile,Pfizer/BioNTech,263353,0,2021-01-03,1,2021,Sunday,January
Chile,Sinovac,3246761,0,2021-01-03,1,2021,Sunday,January
Chile,Pfizer/BioNTech,294188,0,2021-02-03,2,2021,Wednesday,February
Chile,Sinovac,3387256,0,2021-02-03,2,2021,Wednesday,February
Chile,Pfizer/BioNTech,312690,0,2021-03-03,3,2021,Wednesday,March
Chile,Sinovac,3680638,0,2021-03-03,3,2021,Wednesday,March
Chile,Pfizer/BioNTech,321746,0,2021-04-03,4,2021,Saturday,April
Chile,Sinovac,3982085,0,2021-04-03,4,2021,Saturday,April
Chile,Pfizer/BioNTech,327483,0,2021-05-03,5,2021,Monday,May
Chile,Sinovac,4274179,0,2021-05-03,5,2021,Monday,May
Chile,Pfizer/BioNTech,327827,0,2021-06-03,6,2021,Thursday,June
Chile,Sinovac,4307605,0,2021-06-03,6,2021,Thursday,June
Chile,Pfizer/BioNTech,327933,0,2021-07-03,7,2021,Saturday,July
Chile,Sinovac,4315458,0,2021-07-03,7,2021,Saturday,July
Chile,Pfizer/BioNTech,340467,0,2021-08-03,8,2021,Tuesday,August
Chile,Sinovac,4653509,0,2021-08-03,8,2021,Tuesday,August
Chile,Pfizer/BioNTech,377962,0,2021-09-03,9,2021,Friday,September
Chile,Sinovac,4992482,0,2021-09-03,9,2021,Friday,September
Chile,Pfizer/BioNTech,419492,0,2021-10-03,10,2021,Sunday,October
Chile,Sinovac,5352164,0,2021-10-03,10,2021,Sunday,October
Chile,Pfizer/BioNTech,465182,0,2021-11-03,11,2021,Wednesday,November
Chile,Sinovac,5723392,0,2021-11-03,11,2021,Wednesday,November
Chile,Pfizer/BioNTech,482522,0,2021-12-03,12,2021,Friday,December
Chile,Sinovac,6080349,0,2021-12-03,12,2021,Friday,December
Chile,Pfizer/BioNTech,483075,0,2021-03-13,3,2021,Saturday,March
Chile,Sinovac,6130223,0,2021-03-13,3,2021,Saturday,March
Chile,Pfizer/BioNTech,483075,0,2021-03-14,3,2021,Sunday,March
Chile,Sinovac,6136803,0,2021-03-14,3,2021,Sunday,March
Chile,Pfizer/BioNTech,506822,0,2021-03-15,3,2021,Monday,March
Chile,Sinovac,6543157,0,2021-03-15,3,2021,Monday,March
Chile,Pfizer/BioNTech,560021,0,2021-03-16,3,2021,Tuesday,March
Chile,Sinovac,6899711,0,2021-03-16,3,2021,Tuesday,March
Chile,Pfizer/BioNTech,615040,0,2021-03-17,3,2021,Wednesday,March
Chile,Sinovac,7211493,0,2021-03-17,3,2021,Wednesday,March
Chile,Pfizer/BioNTech,663739,0,2021-03-18,3,2021,Thursday,March
Chile,Sinovac,7496820,0,2021-03-18,3,2021,Thursday,March
Chile,Pfizer/BioNTech,682886,0,2021-03-19,3,2021,Friday,March
Chile,Sinovac,7768228,0,2021-03-19,3,2021,Friday,March
Chile,Pfizer/BioNTech,684739,0,2021-03-20,3,2021,Saturday,March
Chile,Sinovac,7800503,0,2021-03-20,3,2021,Saturday,March
Chile,Pfizer/BioNTech,684740,0,2021-03-21,3,2021,Sunday,March
Chile,Sinovac,7804523,0,2021-03-21,3,2021,Sunday,March
Chile,Pfizer/BioNTech,717926,0,2021-03-22,3,2021,Monday,March
Chile,Sinovac,8037173,0,2021-03-22,3,2021,Monday,March
Chile,Pfizer/BioNTech,774467,0,2021-03-23,3,2021,Tuesday,March
Chile,Sinovac,8218070,0,2021-03-23,3,2021,Tuesday,March
Chile,Pfizer/BioNTech,825867,0,2021-03-24,3,2021,Wednesday,March
Chile,Sinovac,8384235,0,2021-03-24,3,2021,Wednesday,March
Chile,Pfizer/BioNTech,879400,0,2021-03-25,3,2021,Thursday,March
Chile,Sinovac,8542363,0,2021-03-25,3,2021,Thursday,March
Chile,Pfizer/BioNTech,917122,0,2021-03-26,3,2021,Friday,March
Chile,Sinovac,8721463,0,2021-03-26,3,2021,Friday,March
Chile,Pfizer/BioNTech,919111,0,2021-03-27,3,2021,Saturday,March
Chile,Sinovac,8735080,0,2021-03-27,3,2021,Saturday,March
Chile,Pfizer/BioNTech,919111,0,2021-03-28,3,2021,Sunday,March
Chile,Sinovac,8736470,0,2021-03-28,3,2021,Sunday,March
Chile,Pfizer/BioNTech,940612,0,2021-03-29,3,2021,Monday,March
Chile,Sinovac,8981181,0,2021-03-29,3,2021,Monday,March
Chile,Pfizer/BioNTech,997263,0,2021-03-30,3,2021,Tuesday,March
Chile,Sinovac,9202340,0,2021-03-30,3,2021,Tuesday,March
Chile,Pfizer/BioNTech,1042806,0,2021-03-31,3,2021,Wednesday,March
Chile,Sinovac,9436458,0,2021-03-31,3,2021,Wednesday,March
Chile,Pfizer/BioNTech,1066055,0,2021-01-04,1,2021,Monday,January
Chile,Sinovac,9715949,0,2021-01-04,1,2021,Monday,January
Chile,Pfizer/BioNTech,1066278,0,2021-02-04,2,2021,Thursday,February
Chile,Sinovac,9722742,0,2021-02-04,2,2021,Thursday,February
Chile,Pfizer/BioNTech,1066466,0,2021-03-04,3,2021,Thursday,March
Chile,Sinovac,9725771,0,2021-03-04,3,2021,Thursday,March
Chile,Pfizer/BioNTech,1066467,0,2021-04-04,4,2021,Sunday,April
Chile,Sinovac,9726885,0,2021-04-04,4,2021,Sunday,April
Chile,Pfizer/BioNTech,1097073,0,2021-05-04,5,2021,Tuesday,May
Chile,Sinovac,9980459,0,2021-05-04,5,2021,Tuesday,May
Chile,Pfizer/BioNTech,1179060,0,2021-06-04,6,2021,Friday,June
Chile,Sinovac,10137441,0,2021-06-04,6,2021,Friday,June
Chile,Pfizer/BioNTech,1267664,0,2021-07-04,7,2021,Sunday,July
Chile,Sinovac,10281394,0,2021-07-04,7,2021,Sunday,July
Chile,Pfizer/BioNTech,1345305,0,2021-08-04,8,2021,Wednesday,August
Chile,Sinovac,10442613,0,2021-08-04,8,2021,Wednesday,August
Chile,Pfizer/BioNTech,1393955,0,2021-09-04,9,2021,Saturday,September
Chile,Sinovac,10612238,0,2021-09-04,9,2021,Saturday,September
Chile,Pfizer/BioNTech,1401682,0,2021-10-04,10,2021,Monday,October
Chile,Sinovac,10630420,0,2021-10-04,10,2021,Monday,October
Chile,Pfizer/BioNTech,1402179,0,2021-11-04,11,2021,Thursday,November
Chile,Sinovac,10632367,0,2021-11-04,11,2021,Thursday,November
Chile,Pfizer/BioNTech,1466268,0,2021-12-04,12,2021,Saturday,December
Chile,Sinovac,10804485,0,2021-12-04,12,2021,Saturday,December
Chile,Pfizer/BioNTech,1553494,0,2021-04-13,4,2021,Tuesday,April
Chile,Sinovac,10951433,0,2021-04-13,4,2021,Tuesday,April
Chile,Pfizer/BioNTech,1641779,0,2021-04-14,4,2021,Wednesday,April
Chile,Sinovac,11091262,0,2021-04-14,4,2021,Wednesday,April
Chile,Pfizer/BioNTech,1708141,0,2021-04-15,4,2021,Thursday,April
Chile,Sinovac,11230347,0,2021-04-15,4,2021,Thursday,April
Chile,Pfizer/BioNTech,1755172,0,2021-04-16,4,2021,Friday,April
Chile,Sinovac,11373684,0,2021-04-16,4,2021,Friday,April
Chile,Pfizer/BioNTech,1760934,0,2021-04-17,4,2021,Saturday,April
Chile,Sinovac,11390071,0,2021-04-17,4,2021,Saturday,April
Chile,Pfizer/BioNTech,1761587,0,2021-04-18,4,2021,Sunday,April
Chile,Sinovac,11392029,0,2021-04-18,4,2021,Sunday,April
Chile,Pfizer/BioNTech,1782884,0,2021-04-19,4,2021,Monday,April
Chile,Sinovac,11562755,0,2021-04-19,4,2021,Monday,April
Chile,Pfizer/BioNTech,1823873,0,2021-04-20,4,2021,Tuesday,April
Chile,Sinovac,11707440,0,2021-04-20,4,2021,Tuesday,April
Chile,Pfizer/BioNTech,1868279,0,2021-04-21,4,2021,Wednesday,April
Chile,Sinovac,11838803,0,2021-04-21,4,2021,Wednesday,April
Chile,Pfizer/BioNTech,1914119,0,2021-04-22,4,2021,Thursday,April
Chile,Sinovac,11992212,0,2021-04-22,4,2021,Thursday,April
Chile,Pfizer/BioNTech,1942345,0,2021-04-23,4,2021,Friday,April
Chile,Sinovac,12146655,0,2021-04-23,4,2021,Friday,April
Chile,Pfizer/BioNTech,1944654,0,2021-04-24,4,2021,Saturday,April
Chile,Sinovac,12161910,0,2021-04-24,4,2021,Saturday,April
Chile,Pfizer/BioNTech,1944655,0,2021-04-25,4,2021,Sunday,April
Chile,Sinovac,12162942,0,2021-04-25,4,2021,Sunday,April
Chile,Pfizer/BioNTech,1989034,0,2021-04-26,4,2021,Monday,April
Chile,Sinovac,12314142,0,2021-04-26,4,2021,Monday,April
Chile,Pfizer/BioNTech,2051668,0,2021-04-27,4,2021,Tuesday,April
Chile,Sinovac,12421699,0,2021-04-27,4,2021,Tuesday,April
Chile,Oxford/AstraZeneca,3604,0,2021-04-28,4,2021,Wednesday,April
Chile,Pfizer/BioNTech,2105635,0,2021-04-28,4,2021,Wednesday,April
Chile,Sinovac,12532120,0,2021-04-28,4,2021,Wednesday,April
Chile,Oxford/AstraZeneca,10146,0,2021-04-29,4,2021,Thursday,April
Chile,Pfizer/BioNTech,2137539,0,2021-04-29,4,2021,Thursday,April
Chile,Sinovac,12648278,0,2021-04-29,4,2021,Thursday,April
Chile,Oxford/AstraZeneca,23872,0,2021-04-30,4,2021,Friday,April
Chile,Pfizer/BioNTech,2168052,0,2021-04-30,4,2021,Friday,April
Chile,Sinovac,12691229,0,2021-04-30,4,2021,Friday,April
Chile,Oxford/AstraZeneca,24159,0,2021-01-05,1,2021,Tuesday,January
Chile,Pfizer/BioNTech,2169187,0,2021-01-05,1,2021,Tuesday,January
Chile,Sinovac,12692055,0,2021-01-05,1,2021,Tuesday,January
Chile,Oxford/AstraZeneca,24341,0,2021-02-05,2,2021,Friday,February
Chile,Pfizer/BioNTech,2169577,0,2021-02-05,2,2021,Friday,February
Chile,Sinovac,12692927,0,2021-02-05,2,2021,Friday,February
Chile,Oxford/AstraZeneca,44445,0,2021-03-05,3,2021,Friday,March
Chile,Pfizer/BioNTech,2192903,0,2021-03-05,3,2021,Friday,March
Chile,Sinovac,12800526,0,2021-03-05,3,2021,Friday,March
Chile,Oxford/AstraZeneca,61210,0,2021-04-05,4,2021,Monday,April
Chile,Pfizer/BioNTech,2238265,0,2021-04-05,4,2021,Monday,April
Chile,Sinovac,12907116,0,2021-04-05,4,2021,Monday,April
Chile,Oxford/AstraZeneca,71033,0,2021-05-05,5,2021,Wednesday,May
Chile,Pfizer/BioNTech,2286070,0,2021-05-05,5,2021,Wednesday,May
Chile,Sinovac,13023676,0,2021-05-05,5,2021,Wednesday,May
Chile,Oxford/AstraZeneca,78248,0,2021-06-05,6,2021,Saturday,June
Chile,Pfizer/BioNTech,2326228,0,2021-06-05,6,2021,Saturday,June
Chile,Sinovac,13133674,0,2021-06-05,6,2021,Saturday,June
Chile,Oxford/AstraZeneca,82396,0,2021-07-05,7,2021,Monday,July
Chile,Pfizer/BioNTech,2359201,0,2021-07-05,7,2021,Monday,July
Chile,Sinovac,13243269,0,2021-07-05,7,2021,Monday,July
Chile,Oxford/AstraZeneca,83066,0,2021-08-05,8,2021,Thursday,August
Chile,Pfizer/BioNTech,2364788,0,2021-08-05,8,2021,Thursday,August
Chile,Sinovac,13262402,0,2021-08-05,8,2021,Thursday,August
Chile,Oxford/AstraZeneca,83136,0,2021-09-05,9,2021,Sunday,September
Chile,Pfizer/BioNTech,2364851,0,2021-09-05,9,2021,Sunday,September
Chile,Sinovac,13263668,0,2021-09-05,9,2021,Sunday,September
Chile,Oxford/AstraZeneca,86088,0,2021-10-05,10,2021,Tuesday,October
Chile,Pfizer/BioNTech,2403681,0,2021-10-05,10,2021,Tuesday,October
Chile,Sinovac,13394730,0,2021-10-05,10,2021,Tuesday,October
Chile,Oxford/AstraZeneca,88067,0,2021-11-05,11,2021,Friday,November
Chile,Pfizer/BioNTech,2468784,0,2021-11-05,11,2021,Friday,November
Chile,Sinovac,13519143,0,2021-11-05,11,2021,Friday,November
Chile,Oxford/AstraZeneca,89734,0,2021-12-05,12,2021,Sunday,December
Chile,Pfizer/BioNTech,2527430,0,2021-12-05,12,2021,Sunday,December
Chile,Sinovac,13640983,0,2021-12-05,12,2021,Sunday,December
Chile,Oxford/AstraZeneca,90290,0,2021-05-13,5,2021,Thursday,May
Chile,Pfizer/BioNTech,2574473,0,2021-05-13,5,2021,Thursday,May
Chile,Sinovac,13749744,0,2021-05-13,5,2021,Thursday,May
Chile,Oxford/AstraZeneca,90521,0,2021-05-14,5,2021,Friday,May
Chile,Pfizer/BioNTech,2618448,0,2021-05-14,5,2021,Friday,May
Chile,Sinovac,13863807,0,2021-05-14,5,2021,Friday,May
Chile,Oxford/AstraZeneca,90561,0,2021-05-15,5,2021,Saturday,May
Chile,Pfizer/BioNTech,2618768,0,2021-05-15,5,2021,Saturday,May
Chile,Sinovac,13864949,0,2021-05-15,5,2021,Saturday,May
Chile,Oxford/AstraZeneca,90561,0,2021-05-16,5,2021,Sunday,May
Chile,Pfizer/BioNTech,2618846,0,2021-05-16,5,2021,Sunday,May
Chile,Sinovac,13865304,0,2021-05-16,5,2021,Sunday,May
Chile,Oxford/AstraZeneca,90854,0,2021-05-17,5,2021,Monday,May
Chile,Pfizer/BioNTech,2671607,0,2021-05-17,5,2021,Monday,May
Chile,Sinovac,13983024,0,2021-05-17,5,2021,Monday,May
Chile,Oxford/AstraZeneca,92284,0,2021-05-18,5,2021,Tuesday,May
Chile,Pfizer/BioNTech,2749024,0,2021-05-18,5,2021,Tuesday,May
Chile,Sinovac,14086232,0,2021-05-18,5,2021,Tuesday,May
Chile,Oxford/AstraZeneca,98787,0,2021-05-19,5,2021,Wednesday,May
Chile,Pfizer/BioNTech,2826614,0,2021-05-19,5,2021,Wednesday,May
Chile,Sinovac,14166487,0,2021-05-19,5,2021,Wednesday,May
Chile,Oxford/AstraZeneca,105503,0,2021-05-20,5,2021,Thursday,May
Chile,Pfizer/BioNTech,2894867,0,2021-05-20,5,2021,Thursday,May
Chile,Sinovac,14278064,0,2021-05-20,5,2021,Thursday,May
Chile,Oxford/AstraZeneca,105571,0,2021-05-21,5,2021,Friday,May
Chile,Pfizer/BioNTech,2901319,0,2021-05-21,5,2021,Friday,May
Chile,Sinovac,14280593,0,2021-05-21,5,2021,Friday,May
Chile,Oxford/AstraZeneca,106052,106052,2021-05-22,5,2021,Saturday,May
Chile,Pfizer/BioNTech,2913092,2913092,2021-05-22,5,2021,Saturday,May
Chile,Sinovac,14299575,14299575,2021-05-22,5,2021,Saturday,May
Czechia,Pfizer/BioNTech,1252,0,2020-12-27,12,2020,Sunday,December
Czechia,Pfizer/BioNTech,3548,0,2020-12-28,12,2020,Monday,December
Czechia,Pfizer/BioNTech,6994,0,2020-12-29,12,2020,Tuesday,December
Czechia,Pfizer/BioNTech,10469,0,2020-12-30,12,2020,Wednesday,December
Czechia,Pfizer/BioNTech,11773,0,2020-12-31,12,2020,Thursday,December
Czechia,Pfizer/BioNTech,12034,0,2021-01-01,1,2021,Friday,January
Czechia,Pfizer/BioNTech,13301,0,2021-02-01,2,2021,Monday,February
Czechia,Pfizer/BioNTech,14216,0,2021-03-01,3,2021,Monday,March
Czechia,Pfizer/BioNTech,17787,0,2021-04-01,4,2021,Thursday,April
Czechia,Pfizer/BioNTech,22279,0,2021-05-01,5,2021,Saturday,May
Czechia,Pfizer/BioNTech,28095,0,2021-06-01,6,2021,Tuesday,June
Czechia,Pfizer/BioNTech,36038,0,2021-07-01,7,2021,Thursday,July
Czechia,Pfizer/BioNTech,45969,0,2021-08-01,8,2021,Sunday,August
Czechia,Pfizer/BioNTech,47982,0,2021-09-01,9,2021,Wednesday,September
Czechia,Pfizer/BioNTech,49733,0,2021-10-01,10,2021,Friday,October
Czechia,Pfizer/BioNTech,59522,0,2021-11-01,11,2021,Monday,November
Czechia,Pfizer/BioNTech,72878,0,2021-12-01,12,2021,Wednesday,December
Czechia,Pfizer/BioNTech,86355,0,2021-01-13,1,2021,Wednesday,January
Czechia,Moderna,1225,0,2021-01-14,1,2021,Thursday,January
Czechia,Pfizer/BioNTech,100287,0,2021-01-14,1,2021,Thursday,January
Czechia,Moderna,1982,0,2021-01-15,1,2021,Friday,January
Czechia,Pfizer/BioNTech,113470,0,2021-01-15,1,2021,Friday,January
Czechia,Moderna,2309,0,2021-01-16,1,2021,Saturday,January
Czechia,Pfizer/BioNTech,116518,0,2021-01-16,1,2021,Saturday,January
Czechia,Moderna,2398,0,2021-01-17,1,2021,Sunday,January
Czechia,Pfizer/BioNTech,119659,0,2021-01-17,1,2021,Sunday,January
Czechia,Moderna,2575,0,2021-01-18,1,2021,Monday,January
Czechia,Pfizer/BioNTech,133741,0,2021-01-18,1,2021,Monday,January
Czechia,Moderna,3349,0,2021-01-19,1,2021,Tuesday,January
Czechia,Pfizer/BioNTech,148172,0,2021-01-19,1,2021,Tuesday,January
Czechia,Moderna,4927,0,2021-01-20,1,2021,Wednesday,January
Czechia,Pfizer/BioNTech,162830,0,2021-01-20,1,2021,Wednesday,January
Czechia,Moderna,5884,0,2021-01-21,1,2021,Thursday,January
Czechia,Pfizer/BioNTech,179144,0,2021-01-21,1,2021,Thursday,January
Czechia,Moderna,6079,0,2021-01-22,1,2021,Friday,January
Czechia,Pfizer/BioNTech,194780,0,2021-01-22,1,2021,Friday,January
Czechia,Moderna,6120,0,2021-01-23,1,2021,Saturday,January
Czechia,Pfizer/BioNTech,198884,0,2021-01-23,1,2021,Saturday,January
Czechia,Moderna,6244,0,2021-01-24,1,2021,Sunday,January
Czechia,Pfizer/BioNTech,201866,0,2021-01-24,1,2021,Sunday,January
Czechia,Moderna,6441,0,2021-01-25,1,2021,Monday,January
Czechia,Pfizer/BioNTech,214213,0,2021-01-25,1,2021,Monday,January
Czechia,Moderna,6714,0,2021-01-26,1,2021,Tuesday,January
Czechia,Pfizer/BioNTech,228389,0,2021-01-26,1,2021,Tuesday,January
Czechia,Moderna,7016,0,2021-01-27,1,2021,Wednesday,January
Czechia,Pfizer/BioNTech,241566,0,2021-01-27,1,2021,Wednesday,January
Czechia,Moderna,7135,0,2021-01-28,1,2021,Thursday,January
Czechia,Pfizer/BioNTech,254559,0,2021-01-28,1,2021,Thursday,January
Czechia,Moderna,7286,0,2021-01-29,1,2021,Friday,January
Czechia,Pfizer/BioNTech,268391,0,2021-01-29,1,2021,Friday,January
Czechia,Moderna,7288,0,2021-01-30,1,2021,Saturday,January
Czechia,Pfizer/BioNTech,270189,0,2021-01-30,1,2021,Saturday,January
Czechia,Pfizer/BioNTech,272061,0,2021-01-31,1,2021,Sunday,January
Czechia,Moderna,7544,0,2021-01-02,1,2021,Saturday,January
Czechia,Pfizer/BioNTech,283629,0,2021-01-02,1,2021,Saturday,January
Czechia,Moderna,7871,0,2021-02-02,2,2021,Tuesday,February
Czechia,Pfizer/BioNTech,297583,0,2021-02-02,2,2021,Tuesday,February
Czechia,Moderna,8598,0,2021-03-02,3,2021,Tuesday,March
Czechia,Pfizer/BioNTech,312189,0,2021-03-02,3,2021,Tuesday,March
Czechia,Moderna,9734,0,2021-04-02,4,2021,Friday,April
Czechia,Pfizer/BioNTech,328840,0,2021-04-02,4,2021,Friday,April
Czechia,Moderna,10924,0,2021-05-02,5,2021,Sunday,May
Czechia,Pfizer/BioNTech,343705,0,2021-05-02,5,2021,Sunday,May
Czechia,Moderna,11182,0,2021-06-02,6,2021,Wednesday,June
Czechia,Pfizer/BioNTech,346617,0,2021-06-02,6,2021,Wednesday,June
Czechia,Moderna,11445,0,2021-07-02,7,2021,Friday,July
Czechia,Pfizer/BioNTech,349675,0,2021-07-02,7,2021,Friday,July
Czechia,Moderna,12350,0,2021-08-02,8,2021,Monday,August
Czechia,Pfizer/BioNTech,364134,0,2021-08-02,8,2021,Monday,August
Czechia,Moderna,14001,0,2021-09-02,9,2021,Thursday,September
Czechia,Oxford/AstraZeneca,2,0,2021-09-02,9,2021,Thursday,September
Czechia,Pfizer/BioNTech,379439,0,2021-09-02,9,2021,Thursday,September
Czechia,Moderna,15743,0,2021-10-02,10,2021,Saturday,October
Czechia,Pfizer/BioNTech,396331,0,2021-10-02,10,2021,Saturday,October
Czechia,Moderna,19109,0,2021-11-02,11,2021,Tuesday,November
Czechia,Oxford/AstraZeneca,235,0,2021-11-02,11,2021,Tuesday,November
Czechia,Pfizer/BioNTech,415117,0,2021-11-02,11,2021,Tuesday,November
Czechia,Moderna,21342,0,2021-12-02,12,2021,Thursday,December
