location,iso_code,total_vaccinations,daily_vaccinations,total_vaccinations_per_hundred,daily_vaccinations_per_million,new_date,Month,day,Year,Day Name,Month Name
Afghanistan,AFG,8200,1367,0.02,35.0,2021-02-28,2,28,2021,Sunday,February
Afghanistan,AFG,54000,2862,0.14,74.0,2021-03-16,3,16,2021,Tuesday,March
Afghanistan,AFG,120000,3000,0.31,77.0,2021-04-07,4,7,2021,Wednesday,April
Afghanistan,AFG,240000,8000,0.62,206.0,2021-04-22,4,22,2021,Thursday,April
Afghanistan,AFG,504502,13921,1.3,358.0,2021-05-11,5,11,2021,Tuesday,May
Afghanistan,AFG,547901,4822,1.41,124.0,2021-05-20,5,20,2021,Thursday,May
Africa,OWID_AFR,2000,500,0.0,0.0,2021-01-13,1,13,2021,Wednesday,January
Africa,OWID_AFR,4000,667,0.0,0.0,2021-01-15,1,15,2021,Friday,January
Africa,OWID_AFR,7000,1000,0.0,1.0,2021-01-16,1,16,2021,Saturday,January
Africa,OWID_AFR,10976,1354,0.0,1.0,2021-01-19,1,19,2021,Tuesday,January
Africa,OWID_AFR,13163,1595,0.0,1.0,2021-01-20,1,20,2021,Wednesday,January
Africa,OWID_AFR,16890,1841,0.0,1.0,2021-01-22,1,22,2021,Friday,January
Africa,OWID_AFR,18353,1622,0.0,1.0,2021-01-23,1,23,2021,Saturday,January
Africa,OWID_AFR,18353,1433,0.0,1.0,2021-01-24,1,24,2021,Sunday,January
Africa,OWID_AFR,19889,1463,0.0,1.0,2021-01-25,1,25,2021,Monday,January
Africa,OWID_AFR,22712,1677,0.0,1.0,2021-01-26,1,26,2021,Tuesday,January
Africa,OWID_AFR,25587,1775,0.0,1.0,2021-01-27,1,27,2021,Wednesday,January
Africa,OWID_AFR,28779,1965,0.0,1.0,2021-01-28,1,28,2021,Thursday,January
Africa,OWID_AFR,30861,1996,0.0,1.0,2021-01-29,1,29,2021,Friday,January
Africa,OWID_AFR,122206,14836,0.01,11.0,2021-01-30,1,30,2021,Saturday,January
Africa,OWID_AFR,158206,19979,0.01,15.0,2021-01-31,1,31,2021,Sunday,January
Africa,OWID_AFR,236712,30975,0.02,23.0,2021-02-01,2,1,2021,Monday,February
Africa,OWID_AFR,295127,38916,0.02,29.0,2021-02-02,2,2,2021,Tuesday,February
Africa,OWID_AFR,347149,45937,0.03,34.0,2021-02-03,2,3,2021,Wednesday,February
Africa,OWID_AFR,390474,51671,0.03,39.0,2021-02-04,2,4,2021,Thursday,February
Africa,OWID_AFR,446986,59446,0.03,44.0,2021-02-05,2,5,2021,Friday,February
Africa,OWID_AFR,504800,54656,0.04,41.0,2021-02-06,2,6,2021,Saturday,February
Africa,OWID_AFR,593502,50970,0.04,38.0,2021-02-08,2,8,2021,Monday,February
Africa,OWID_AFR,661263,52305,0.05,39.0,2021-02-09,2,9,2021,Tuesday,February
Africa,OWID_AFR,795836,64098,0.06,48.0,2021-02-10,2,10,2021,Wednesday,February
Africa,OWID_AFR,908796,74046,0.07,55.0,2021-02-11,2,11,2021,Thursday,February
Africa,OWID_AFR,1165581,102656,0.09,77.0,2021-02-12,2,12,2021,Friday,February
Africa,OWID_AFR,1446178,134483,0.11,100.0,2021-02-13,2,13,2021,Saturday,February
Africa,OWID_AFR,1766999,167642,0.13,125.0,2021-02-15,2,15,2021,Monday,February
Africa,OWID_AFR,1965819,186365,0.15,139.0,2021-02-16,2,16,2021,Tuesday,February
Africa,OWID_AFR,2147659,193118,0.16,144.0,2021-02-17,2,17,2021,Wednesday,February
Africa,OWID_AFR,2303964,199310,0.17,149.0,2021-02-18,2,18,2021,Thursday,February
Africa,OWID_AFR,2513999,192631,0.19,144.0,2021-02-19,2,19,2021,Friday,February
Africa,OWID_AFR,2616931,167250,0.2,125.0,2021-02-20,2,20,2021,Saturday,February
Africa,OWID_AFR,2622421,145119,0.2,108.0,2021-02-21,2,21,2021,Sunday,February
Africa,OWID_AFR,2745898,139843,0.2,104.0,2021-02-22,2,22,2021,Monday,February
Africa,OWID_AFR,2854362,126935,0.21,95.0,2021-02-23,2,23,2021,Tuesday,February
Africa,OWID_AFR,3153546,143698,0.24,107.0,2021-02-24,2,24,2021,Wednesday,February
Africa,OWID_AFR,3434869,161558,0.26,121.0,2021-02-25,2,25,2021,Thursday,February
Africa,OWID_AFR,3677524,166218,0.27,124.0,2021-02-26,2,26,2021,Friday,February
Africa,OWID_AFR,3866267,178477,0.29,133.0,2021-02-27,2,27,2021,Saturday,February
Africa,OWID_AFR,3873994,178796,0.29,133.0,2021-02-28,2,28,2021,Sunday,February
Africa,OWID_AFR,4091848,192279,0.31,143.0,2021-03-01,3,1,2021,Monday,March
Africa,OWID_AFR,4252773,199773,0.32,149.0,2021-03-02,3,2,2021,Tuesday,March
Africa,OWID_AFR,4424168,181517,0.33,135.0,2021-03-03,3,3,2021,Wednesday,March
Africa,OWID_AFR,4570159,162184,0.34,121.0,2021-03-04,3,4,2021,Thursday,March
Africa,OWID_AFR,4808230,161529,0.36,120.0,2021-03-05,3,5,2021,Friday,March
Africa,OWID_AFR,5013197,163847,0.37,122.0,2021-03-06,3,6,2021,Saturday,March
Africa,OWID_AFR,5053898,168558,0.38,126.0,2021-03-07,3,7,2021,Sunday,March
Africa,OWID_AFR,5402174,187189,0.4,140.0,2021-03-08,3,8,2021,Monday,March
Africa,OWID_AFR,5542597,184261,0.41,137.0,2021-03-09,3,9,2021,Tuesday,March
Africa,OWID_AFR,5882799,208376,0.44,155.0,2021-03-10,3,10,2021,Wednesday,March
Africa,OWID_AFR,6071207,214435,0.45,160.0,2021-03-11,3,11,2021,Thursday,March
Africa,OWID_AFR,6381226,224714,0.48,168.0,2021-03-12,3,12,2021,Friday,March
Africa,OWID_AFR,6784874,253097,0.51,189.0,2021-03-13,3,13,2021,Saturday,March
Africa,OWID_AFR,6801397,249643,0.51,186.0,2021-03-14,3,14,2021,Sunday,March
Africa,OWID_AFR,7194432,256037,0.54,191.0,2021-03-15,3,15,2021,Monday,March
Africa,OWID_AFR,7429911,269616,0.55,201.0,2021-03-16,3,16,2021,Tuesday,March
Africa,OWID_AFR,7631610,249830,0.57,186.0,2021-03-17,3,17,2021,Wednesday,March
Africa,OWID_AFR,7819050,249692,0.58,186.0,2021-03-18,3,18,2021,Thursday,March
Africa,OWID_AFR,8101883,245808,0.6,183.0,2021-03-19,3,19,2021,Friday,March
Africa,OWID_AFR,8194242,201338,0.61,150.0,2021-03-20,3,20,2021,Saturday,March
Africa,OWID_AFR,8215790,202056,0.61,151.0,2021-03-21,3,21,2021,Sunday,March
Africa,OWID_AFR,8338031,163371,0.62,122.0,2021-03-22,3,22,2021,Monday,March
Africa,OWID_AFR,8484254,150620,0.63,112.0,2021-03-23,3,23,2021,Tuesday,March
Africa,OWID_AFR,9420365,255536,0.7,191.0,2021-03-24,3,24,2021,Wednesday,March
Africa,OWID_AFR,9707955,269844,0.72,201.0,2021-03-25,3,25,2021,Thursday,March
Africa,OWID_AFR,9976483,267800,0.74,200.0,2021-03-26,3,26,2021,Friday,March
Africa,OWID_AFR,10302320,301154,0.77,225.0,2021-03-27,3,27,2021,Saturday,March
Africa,OWID_AFR,10561169,335054,0.79,250.0,2021-03-28,3,28,2021,Sunday,March
Africa,OWID_AFR,10774084,348008,0.8,260.0,2021-03-29,3,29,2021,Monday,March
Africa,OWID_AFR,10970869,355231,0.82,265.0,2021-03-30,3,30,2021,Tuesday,March
Africa,OWID_AFR,11474901,293505,0.86,219.0,2021-03-31,3,31,2021,Wednesday,March
Africa,OWID_AFR,11728478,288646,0.87,215.0,2021-04-01,4,1,2021,Thursday,April
Africa,OWID_AFR,11882242,272251,0.89,203.0,2021-04-02,4,2,2021,Friday,April
Africa,OWID_AFR,12017481,245023,0.9,183.0,2021-04-03,4,3,2021,Saturday,April
Africa,OWID_AFR,12081433,217181,0.9,162.0,2021-04-04,4,4,2021,Sunday,April
Africa,OWID_AFR,12234935,208693,0.91,156.0,2021-04-05,4,5,2021,Monday,April
Africa,OWID_AFR,12574235,229052,0.94,171.0,2021-04-06,4,6,2021,Tuesday,April
Africa,OWID_AFR,12959457,212079,0.97,158.0,2021-04-07,4,7,2021,Wednesday,April
Africa,OWID_AFR,13696926,281207,1.02,210.0,2021-04-08,4,8,2021,Thursday,April
Africa,OWID_AFR,13852001,281394,1.03,210.0,2021-04-09,4,9,2021,Friday,April
Africa,OWID_AFR,14011927,284921,1.05,213.0,2021-04-10,4,10,2021,Saturday,April
Africa,OWID_AFR,14161313,297126,1.06,222.0,2021-04-11,4,11,2021,Sunday,April
Africa,OWID_AFR,14270732,290828,1.06,217.0,2021-04-12,4,12,2021,Monday,April
Africa,OWID_AFR,14370176,256563,1.07,191.0,2021-04-13,4,13,2021,Tuesday,April
Africa,OWID_AFR,14730589,253019,1.1,189.0,2021-04-14,4,14,2021,Wednesday,April
Africa,OWID_AFR,14854442,165359,1.11,123.0,2021-04-15,4,15,2021,Thursday,April
Africa,OWID_AFR,15082678,175811,1.13,131.0,2021-04-16,4,16,2021,Friday,April
Africa,OWID_AFR,15381171,195606,1.15,146.0,2021-04-17,4,17,2021,Saturday,April
Africa,OWID_AFR,15948848,255362,1.19,190.0,2021-04-18,4,18,2021,Sunday,April
Africa,OWID_AFR,16164747,270574,1.21,202.0,2021-04-19,4,19,2021,Monday,April
Africa,OWID_AFR,16331054,280125,1.22,209.0,2021-04-20,4,20,2021,Tuesday,April
Africa,OWID_AFR,16543626,259005,1.23,193.0,2021-04-21,4,21,2021,Wednesday,April
Africa,OWID_AFR,16647988,256221,1.24,191.0,2021-04-22,4,22,2021,Thursday,April
Africa,OWID_AFR,16834141,250209,1.26,187.0,2021-04-23,4,23,2021,Friday,April
Africa,OWID_AFR,16889141,215424,1.26,161.0,2021-04-24,4,24,2021,Saturday,April
Africa,OWID_AFR,16968205,145622,1.27,109.0,2021-04-25,4,25,2021,Sunday,April
Africa,OWID_AFR,17067289,128935,1.27,96.0,2021-04-26,4,26,2021,Monday,April
Africa,OWID_AFR,17236165,129302,1.29,96.0,2021-04-27,4,27,2021,Tuesday,April
Africa,OWID_AFR,18295788,250309,1.36,187.0,2021-04-28,4,28,2021,Wednesday,April
Africa,OWID_AFR,18388954,248709,1.37,186.0,2021-04-29,4,29,2021,Thursday,April
Africa,OWID_AFR,18555793,245950,1.38,183.0,2021-04-30,4,30,2021,Friday,April
Africa,OWID_AFR,18682722,256226,1.39,191.0,2021-05-01,5,1,2021,Saturday,May
Africa,OWID_AFR,18739413,253030,1.4,189.0,2021-05-02,5,2,2021,Sunday,May
Africa,OWID_AFR,18914560,263896,1.41,197.0,2021-05-03,5,3,2021,Monday,May
Africa,OWID_AFR,19210686,282074,1.43,210.0,2021-05-04,5,4,2021,Tuesday,May
Africa,OWID_AFR,19467316,167361,1.45,125.0,2021-05-05,5,5,2021,Wednesday,May
Africa,OWID_AFR,19626887,176848,1.46,132.0,2021-05-06,5,6,2021,Thursday,May
Africa,OWID_AFR,20222446,238093,1.51,178.0,2021-05-07,5,7,2021,Friday,May
Africa,OWID_AFR,20474973,256036,1.53,191.0,2021-05-08,5,8,2021,Saturday,May
Africa,OWID_AFR,21354717,373615,1.59,279.0,2021-05-09,5,9,2021,Sunday,May
Africa,OWID_AFR,21816121,414509,1.63,309.0,2021-05-10,5,10,2021,Monday,May
Africa,OWID_AFR,22248362,433954,1.66,324.0,2021-05-11,5,11,2021,Tuesday,May
Africa,OWID_AFR,23328626,551616,1.74,411.0,2021-05-12,5,12,2021,Wednesday,May
Africa,OWID_AFR,23504055,553881,1.75,413.0,2021-05-13,5,13,2021,Thursday,May
Africa,OWID_AFR,23700165,496817,1.77,371.0,2021-05-14,5,14,2021,Friday,May
Africa,OWID_AFR,24014251,505611,1.79,377.0,2021-05-15,5,15,2021,Saturday,May
Africa,OWID_AFR,24107379,393237,1.8,293.0,2021-05-16,5,16,2021,Sunday,May
Africa,OWID_AFR,24672937,408117,1.84,304.0,2021-05-17,5,17,2021,Monday,May
Africa,OWID_AFR,25448956,457228,1.9,341.0,2021-05-18,5,18,2021,Tuesday,May
Africa,OWID_AFR,26017893,384181,1.94,287.0,2021-05-19,5,19,2021,Wednesday,May
Africa,OWID_AFR,26479889,425119,1.98,317.0,2021-05-20,5,20,2021,Thursday,May
Africa,OWID_AFR,27223502,503334,2.03,375.0,2021-05-21,5,21,2021,Friday,May
Africa,OWID_AFR,28053137,576984,2.09,430.0,2021-05-22,5,22,2021,Saturday,May
Africa,OWID_AFR,28130581,574743,2.1,429.0,2021-05-23,5,23,2021,Sunday,May
Albania,ALB,128,64,0.0,22.0,2021-01-12,1,12,2021,Tuesday,January
Albania,ALB,188,63,0.01,22.0,2021-01-13,1,13,2021,Wednesday,January
Albania,ALB,266,66,0.01,23.0,2021-01-14,1,14,2021,Thursday,January
Albania,ALB,308,62,0.01,22.0,2021-01-15,1,15,2021,Friday,January
Albania,ALB,369,62,0.01,22.0,2021-01-16,1,16,2021,Saturday,January
Albania,ALB,405,58,0.01,20.0,2021-01-17,1,17,2021,Sunday,January
Albania,ALB,447,55,0.02,19.0,2021-01-18,1,18,2021,Monday,January
Albania,ALB,483,51,0.02,18.0,2021-01-19,1,19,2021,Tuesday,January
Albania,ALB,519,47,0.02,16.0,2021-01-20,1,20,2021,Wednesday,January
Albania,ALB,549,40,0.02,14.0,2021-01-21,1,21,2021,Thursday,January
Albania,ALB,550,0,0.02,0.0,2021-02-02,2,2,2021,Tuesday,February
Albania,ALB,1127,82,0.04,28.0,2021-02-09,2,9,2021,Tuesday,February
Albania,ALB,1701,72,0.06,25.0,2021-02-17,2,17,2021,Wednesday,February
Albania,ALB,3049,254,0.11,88.0,2021-02-18,2,18,2021,Thursday,February
Albania,ALB,4177,405,0.15,141.0,2021-02-19,2,19,2021,Friday,February
Albania,ALB,6728,739,0.23,257.0,2021-02-22,2,22,2021,Monday,February
Albania,ALB,10135,1012,0.35,352.0,2021-02-25,2,25,2021,Thursday,February
Albania,ALB,14295,1081,0.5,376.0,2021-03-01,3,1,2021,Monday,March
Albania,ALB,15793,971,0.55,337.0,2021-03-03,3,3,2021,Wednesday,March
Albania,ALB,21613,831,0.75,289.0,2021-03-10,3,10,2021,Wednesday,March
Albania,ALB,23635,883,0.82,307.0,2021-03-12,3,12,2021,Friday,March
Albania,ALB,33369,1679,1.16,583.0,2021-03-17,3,17,2021,Wednesday,March
Albania,ALB,48229,2679,1.68,931.0,2021-03-22,3,22,2021,Monday,March
Albania,ALB,51690,2895,1.8,1006.0,2021-03-23,3,23,2021,Tuesday,March
Albania,ALB,53992,2946,1.88,1024.0,2021-03-24,3,24,2021,Wednesday,March
Albania,ALB,59348,3287,2.06,1142.0,2021-03-25,3,25,2021,Thursday,March
Albania,ALB,62248,3276,2.16,1138.0,2021-03-26,3,26,2021,Friday,March
Albania,ALB,64075,3113,2.23,1082.0,2021-03-27,3,27,2021,Saturday,March
Albania,ALB,78000,4678,2.71,1626.0,2021-03-28,3,28,2021,Sunday,March
Albania,ALB,119321,9662,4.15,3357.0,2021-03-30,3,30,2021,Tuesday,March
Albania,ALB,138846,12122,4.82,4212.0,2021-03-31,3,31,2021,Wednesday,March
Albania,ALB,155463,13731,5.4,4771.0,2021-04-01,4,1,2021,Thursday,April
Albania,ALB,172486,15748,5.99,5472.0,2021-04-02,4,2,2021,Friday,April
Albania,ALB,185496,17346,6.45,6028.0,2021-04-03,4,3,2021,Saturday,April
Albania,ALB,192882,16412,6.7,5703.0,2021-04-04,4,4,2021,Sunday,April
Albania,ALB,206708,15435,7.18,5363.0,2021-04-05,4,5,2021,Monday,April
Albania,ALB,221588,14610,7.7,5077.0,2021-04-06,4,6,2021,Tuesday,April
Albania,ALB,232379,13362,8.07,4643.0,2021-04-07,4,7,2021,Wednesday,April
Albania,ALB,242542,12440,8.43,4323.0,2021-04-08,4,8,2021,Thursday,April
Albania,ALB,250676,11170,8.71,3881.0,2021-04-09,4,9,2021,Friday,April
Albania,ALB,256810,10188,8.92,3540.0,2021-04-10,4,10,2021,Saturday,April
Albania,ALB,267531,8689,9.3,3019.0,2021-04-12,4,12,2021,Monday,April
Albania,ALB,281216,8518,9.77,2960.0,2021-04-13,4,13,2021,Tuesday,April
Albania,ALB,304488,8849,10.58,3075.0,2021-04-15,4,15,2021,Thursday,April
Albania,ALB,314622,9135,10.93,3174.0,2021-04-16,4,16,2021,Friday,April
Albania,ALB,324840,9719,11.29,3377.0,2021-04-17,4,17,2021,Saturday,April
Albania,ALB,332905,10105,11.57,3511.0,2021-04-18,4,18,2021,Sunday,April
Albania,ALB,345934,11200,12.02,3892.0,2021-04-19,4,19,2021,Monday,April
Albania,ALB,350000,9826,12.16,3414.0,2021-04-20,4,20,2021,Tuesday,April
Albania,ALB,372075,11318,12.93,3933.0,2021-04-21,4,21,2021,Wednesday,April
Albania,ALB,382998,11216,13.31,3897.0,2021-04-22,4,22,2021,Thursday,April
Albania,ALB,391351,10961,13.6,3809.0,2021-04-23,4,23,2021,Friday,April
Albania,ALB,400064,10746,13.9,3734.0,2021-04-24,4,24,2021,Saturday,April
Albania,ALB,408619,8955,14.2,3112.0,2021-04-26,4,26,2021,Monday,April
Albania,ALB,416855,9551,14.49,3319.0,2021-04-27,4,27,2021,Tuesday,April
Albania,ALB,433628,8793,15.07,3055.0,2021-04-28,4,28,2021,Wednesday,April
Albania,ALB,453248,10036,15.75,3487.0,2021-04-29,4,29,2021,Thursday,April
Albania,ALB,476903,12222,16.57,4247.0,2021-04-30,4,30,2021,Friday,April
Albania,ALB,494028,13423,17.17,4664.0,2021-05-01,5,1,2021,Saturday,May
Albania,ALB,517501,15555,17.98,5405.0,2021-05-03,5,3,2021,Monday,May
Albania,ALB,537387,17219,18.67,5983.0,2021-05-04,5,4,2021,Tuesday,May
Albania,ALB,556584,17565,19.34,6104.0,2021-05-05,5,5,2021,Wednesday,May
Albania,ALB,572226,16997,19.88,5906.0,2021-05-06,5,6,2021,Thursday,May
Albania,ALB,585693,15541,20.35,5400.0,2021-05-07,5,7,2021,Friday,May
Albania,ALB,596766,14677,20.74,5100.0,2021-05-08,5,8,2021,Saturday,May
Albania,ALB,600000,13462,20.85,4678.0,2021-05-09,5,9,2021,Sunday,May
Albania,ALB,612959,13637,21.3,4739.0,2021-05-10,5,10,2021,Monday,May
Albania,ALB,622507,12160,21.63,4225.0,2021-05-11,5,11,2021,Tuesday,May
Albania,ALB,632676,10870,21.98,3777.0,2021-05-12,5,12,2021,Wednesday,May
Albania,ALB,638338,9445,22.18,3282.0,2021-05-13,5,13,2021,Thursday,May
Albania,ALB,653330,9662,22.7,3357.0,2021-05-14,5,14,2021,Friday,May
Albania,ALB,680083,9589,23.63,3332.0,2021-05-17,5,17,2021,Monday,May
Albania,ALB,688947,9491,23.94,3298.0,2021-05-18,5,18,2021,Tuesday,May
Albania,ALB,697811,9305,24.25,3233.0,2021-05-19,5,19,2021,Wednesday,May
Albania,ALB,703743,9344,24.45,3247.0,2021-05-20,5,20,2021,Thursday,May
Albania,ALB,708846,7931,24.63,2756.0,2021-05-21,5,21,2021,Friday,May
Albania,ALB,716616,6493,24.9,2256.0,2021-05-23,5,23,2021,Sunday,May
Algeria,DZA,30,30,0.0,1.0,2021-01-30,1,30,2021,Saturday,January
Algeria,DZA,75000,3748,0.17,85.0,2021-02-19,2,19,2021,Friday,February
Andorra,AND,1036,66,1.34,854.0,2021-02-01,2,1,2021,Monday,February
Andorra,AND,1291,28,1.67,362.0,2021-02-10,2,10,2021,Wednesday,February
Andorra,AND,1622,68,2.1,880.0,2021-02-12,2,12,2021,Friday,February
Andorra,AND,2141,74,2.77,958.0,2021-02-19,2,19,2021,Friday,February
Andorra,AND,2390,57,3.09,738.0,2021-02-24,2,24,2021,Wednesday,February
Andorra,AND,2526,55,3.27,712.0,2021-02-26,2,26,2021,Friday,February
Andorra,AND,3611,108,4.67,1398.0,2021-03-08,3,8,2021,Monday,March
Andorra,AND,4914,264,6.36,3417.0,2021-03-10,3,10,2021,Wednesday,March
Andorra,AND,8363,679,10.82,8788.0,2021-03-15,3,15,2021,Monday,March
Andorra,AND,9288,428,12.02,5539.0,2021-03-19,3,19,2021,Friday,March
Andorra,AND,12440,197,16.1,2550.0,2021-04-04,4,4,2021,Sunday,April
Andorra,AND,15269,573,19.76,7416.0,2021-04-05,4,5,2021,Monday,April
Andorra,AND,17091,664,22.12,8594.0,2021-04-11,4,11,2021,Sunday,April
Andorra,AND,19064,542,24.67,7015.0,2021-04-12,4,12,2021,Monday,April
Andorra,AND,26414,1050,34.19,13590.0,2021-04-19,4,19,2021,Monday,April
Andorra,AND,28503,298,36.89,3857.0,2021-04-26,4,26,2021,Monday,April
Andorra,AND,28881,54,37.38,699.0,2021-05-03,5,3,2021,Monday,May
Andorra,AND,31633,393,40.94,5086.0,2021-05-10,5,10,2021,Monday,May
Andorra,AND,32317,98,41.83,1268.0,2021-05-17,5,17,2021,Monday,May
Angola,AGO,6169,881,0.02,27.0,2021-03-08,3,8,2021,Monday,March
Angola,AGO,49000,4283,0.15,130.0,2021-03-18,3,18,2021,Thursday,March
Angola,AGO,87022,6044,0.26,184.0,2021-03-24,3,24,2021,Wednesday,March
Angola,AGO,130750,8057,0.4,245.0,2021-03-29,3,29,2021,Monday,March
Angola,AGO,181578,6354,0.55,193.0,2021-04-06,4,6,2021,Tuesday,April
Angola,AGO,245442,10939,0.75,333.0,2021-04-11,4,11,2021,Sunday,April
Angola,AGO,395447,18751,1.2,571.0,2021-04-19,4,19,2021,Monday,April
Angola,AGO,456349,16736,1.39,509.0,2021-04-23,4,23,2021,Friday,April
Angola,AGO,626572,8959,1.91,273.0,2021-05-12,5,12,2021,Wednesday,May
Angola,AGO,681502,9127,2.07,278.0,2021-05-18,5,18,2021,Tuesday,May
Angola,AGO,757535,16093,2.3,490.0,2021-05-21,5,21,2021,Friday,May
Anguilla,AIA,1341,149,8.94,9932.0,2021-02-13,2,13,2021,Saturday,February
Anguilla,AIA,2762,331,18.41,22064.0,2021-02-14,2,14,2021,Sunday,February
Anguilla,AIA,3929,97,26.19,6466.0,2021-02-26,2,26,2021,Friday,February
Anguilla,AIA,4700,70,31.33,4666.0,2021-03-09,3,9,2021,Tuesday,March
Anguilla,AIA,5000,73,33.33,4866.0,2021-03-13,3,13,2021,Saturday,March
Anguilla,AIA,5348,60,35.65,3999.0,2021-03-19,3,19,2021,Friday,March
Anguilla,AIA,5835,20,38.89,1333.0,2021-04-12,4,12,2021,Monday,April
Anguilla,AIA,6898,106,45.98,7066.0,2021-04-22,4,22,2021,Thursday,April
Anguilla,AIA,13235,253,88.22,16864.0,2021-05-17,5,17,2021,Monday,May
Antigua and Barbuda,ATG,24164,895,24.68,9139.0,2021-03-15,3,15,2021,Monday,March
Antigua and Barbuda,ATG,25677,600,26.22,6127.0,2021-03-19,3,19,2021,Friday,March
Antigua and Barbuda,ATG,26424,161,26.98,1644.0,2021-03-25,3,25,2021,Thursday,March
Antigua and Barbuda,ATG,26836,77,27.4,786.0,2021-03-31,3,31,2021,Wednesday,March
Antigua and Barbuda,ATG,27032,67,27.6,684.0,2021-04-03,4,3,2021,Saturday,April
Antigua and Barbuda,ATG,27592,51,28.18,521.0,2021-04-14,4,14,2021,Wednesday,April
Antigua and Barbuda,ATG,28414,154,29.02,1573.0,2021-04-16,4,16,2021,Friday,April
Antigua and Barbuda,ATG,28639,179,29.24,1828.0,2021-04-17,4,17,2021,Saturday,April
Antigua and Barbuda,ATG,29754,250,30.38,2553.0,2021-04-22,4,22,2021,Thursday,April
Antigua and Barbuda,ATG,31085,89,31.74,909.0,2021-05-07,5,7,2021,Friday,May
Antigua and Barbuda,ATG,31262,63,31.92,643.0,2021-05-11,5,11,2021,Tuesday,May
Antigua and Barbuda,ATG,34441,460,35.17,4697.0,2021-05-17,5,17,2021,Monday,May
Antigua and Barbuda,ATG,39519,952,40.36,9721.0,2021-05-21,5,21,2021,Friday,May
Argentina,ARG,32013,15656,0.07,346.0,2020-12-31,12,31,2020,Thursday,December
Argentina,ARG,39599,6483,0.09,143.0,2021-01-04,1,4,2021,Monday,January
Argentina,ARG,107542,10519,0.24,233.0,2021-01-08,1,8,2021,Friday,January
Argentina,ARG,166833,13323,0.37,295.0,2021-01-13,1,13,2021,Wednesday,January
Argentina,ARG,200759,13317,0.44,295.0,2021-01-15,1,15,2021,Friday,January
Argentina,ARG,247933,11586,0.55,256.0,2021-01-20,1,20,2021,Wednesday,January
Argentina,ARG,265724,11704,0.59,259.0,2021-01-21,1,21,2021,Thursday,January
Argentina,ARG,279602,11263,0.62,249.0,2021-01-22,1,22,2021,Friday,January
Argentina,ARG,288064,11124,0.64,246.0,2021-01-23,1,23,2021,Saturday,January
Argentina,ARG,292023,10342,0.65,229.0,2021-01-24,1,24,2021,Sunday,January
Argentina,ARG,292386,9046,0.65,200.0,2021-01-25,1,25,2021,Monday,January
Argentina,ARG,305880,9626,0.68,213.0,2021-01-26,1,26,2021,Tuesday,January
Argentina,ARG,318033,10014,0.7,222.0,2021-01-27,1,27,2021,Wednesday,January
Argentina,ARG,327999,8896,0.73,197.0,2021-01-28,1,28,2021,Thursday,January
Argentina,ARG,344034,9205,0.76,204.0,2021-01-29,1,29,2021,Friday,January
Argentina,ARG,366384,11189,0.81,248.0,2021-01-30,1,30,2021,Saturday,January
Argentina,ARG,375851,11924,0.83,264.0,2021-02-01,2,1,2021,Monday,February
Argentina,ARG,396562,11218,0.88,248.0,2021-02-03,2,3,2021,Wednesday,February
Argentina,ARG,444018,16574,0.98,367.0,2021-02-04,2,4,2021,Thursday,February
Argentina,ARG,471383,15000,1.04,332.0,2021-02-06,2,6,2021,Saturday,February
Argentina,ARG,501152,18576,1.11,411.0,2021-02-07,2,7,2021,Sunday,February
Argentina,ARG,511582,19390,1.13,429.0,2021-02-08,2,8,2021,Monday,February
Argentina,ARG,513178,18139,1.14,401.0,2021-02-09,2,9,2021,Tuesday,February
Argentina,ARG,535303,19820,1.18,439.0,2021-02-10,2,10,2021,Wednesday,February
Argentina,ARG,572928,18416,1.27,407.0,2021-02-11,2,11,2021,Thursday,February
Argentina,ARG,591632,19133,1.31,423.0,2021-02-12,2,12,2021,Friday,February
Argentina,ARG,606245,19266,1.34,426.0,2021-02-13,2,13,2021,Saturday,February
Argentina,ARG,609605,15493,1.35,343.0,2021-02-14,2,14,2021,Sunday,February
Argentina,ARG,609791,14030,1.35,310.0,2021-02-15,2,15,2021,Monday,February
Argentina,ARG,611169,13999,1.35,310.0,2021-02-16,2,16,2021,Tuesday,February
Argentina,ARG,612322,11003,1.35,243.0,2021-02-17,2,17,2021,Wednesday,February
Argentina,ARG,635583,8951,1.41,198.0,2021-02-18,2,18,2021,Thursday,February
Argentina,ARG,668654,11003,1.48,243.0,2021-02-19,2,19,2021,Friday,February
Argentina,ARG,707148,14415,1.56,319.0,2021-02-20,2,20,2021,Saturday,February
Argentina,ARG,720267,15809,1.59,350.0,2021-02-21,2,21,2021,Sunday,February
Argentina,ARG,722234,16063,1.6,355.0,2021-02-22,2,22,2021,Monday,February
Argentina,ARG,746615,19349,1.65,428.0,2021-02-23,2,23,2021,Tuesday,February
Argentina,ARG,780455,24019,1.73,531.0,2021-02-24,2,24,2021,Wednesday,February
Argentina,ARG,829832,27750,1.84,614.0,2021-02-25,2,25,2021,Thursday,February
Argentina,ARG,903915,33609,2.0,744.0,2021-02-26,2,26,2021,Friday,February
Argentina,ARG,984895,39678,2.18,878.0,2021-02-27,2,27,2021,Saturday,February
Argentina,ARG,1025003,43534,2.27,963.0,2021-02-28,2,28,2021,Sunday,February
Argentina,ARG,1049169,46705,2.32,1033.0,2021-03-01,3,1,2021,Monday,March
