location,iso_code,total_vaccinations,daily_vaccinations,total_vaccinations_per_hundred,daily_vaccinations_per_million,new_date,Month,day,Year,Day Name,Month Name
Gabon,GAB,12364,314,0.56,141.0,2021-05-05,5,5,2021,Wednesday,May
Gabon,GAB,17272,409,0.78,184.0,2021-05-17,5,17,2021,Monday,May
Gambia,GMB,5345,281,0.22,116.0,2021-03-28,3,28,2021,Sunday,March
Gambia,GMB,12674,814,0.52,337.0,2021-04-06,4,6,2021,Tuesday,April
Gambia,GMB,16735,1045,0.69,432.0,2021-04-09,4,9,2021,Friday,April
Gambia,GMB,20922,279,0.87,115.0,2021-04-24,4,24,2021,Saturday,April
Gambia,GMB,24659,340,1.02,141.0,2021-05-05,5,5,2021,Wednesday,May
Gambia,GMB,25445,258,1.05,107.0,2021-05-09,5,9,2021,Sunday,May
Gambia,GMB,25776,208,1.07,86.0,2021-05-11,5,11,2021,Tuesday,May
Gambia,GMB,26893,160,1.11,66.0,2021-05-18,5,18,2021,Tuesday,May
Georgia,GEO,4924,328,0.12,82.0,2021-03-29,3,29,2021,Monday,March
Georgia,GEO,7822,648,0.2,162.0,2021-03-31,3,31,2021,Wednesday,March
Georgia,GEO,11603,954,0.29,239.0,2021-04-05,4,5,2021,Monday,April
Georgia,GEO,15693,1124,0.39,282.0,2021-04-07,4,7,2021,Wednesday,April
Georgia,GEO,17261,1132,0.43,284.0,2021-04-09,4,9,2021,Friday,April
Georgia,GEO,18287,1171,0.46,294.0,2021-04-10,4,10,2021,Saturday,April
Georgia,GEO,20622,1288,0.52,323.0,2021-04-12,4,12,2021,Monday,April
Georgia,GEO,22090,1206,0.55,302.0,2021-04-13,4,13,2021,Tuesday,April
Georgia,GEO,23493,1114,0.59,279.0,2021-04-14,4,14,2021,Wednesday,April
Georgia,GEO,24917,1206,0.62,302.0,2021-04-15,4,15,2021,Thursday,April
Georgia,GEO,26427,1309,0.66,328.0,2021-04-16,4,16,2021,Friday,April
Georgia,GEO,27654,1338,0.69,335.0,2021-04-17,4,17,2021,Saturday,April
Georgia,GEO,30209,1370,0.76,343.0,2021-04-19,4,19,2021,Monday,April
Georgia,GEO,31019,1276,0.78,320.0,2021-04-20,4,20,2021,Tuesday,April
Georgia,GEO,31911,1203,0.8,302.0,2021-04-21,4,21,2021,Wednesday,April
Georgia,GEO,33337,1203,0.84,302.0,2021-04-22,4,22,2021,Thursday,April
Georgia,GEO,34897,1210,0.87,303.0,2021-04-23,4,23,2021,Friday,April
Georgia,GEO,36056,1200,0.9,301.0,2021-04-24,4,24,2021,Saturday,April
Georgia,GEO,41440,1604,1.04,402.0,2021-04-26,4,26,2021,Monday,April
Georgia,GEO,43717,1814,1.1,455.0,2021-04-27,4,27,2021,Tuesday,April
Georgia,GEO,46198,2041,1.16,512.0,2021-04-28,4,28,2021,Wednesday,April
Georgia,GEO,48786,2207,1.22,553.0,2021-04-29,4,29,2021,Thursday,April
Georgia,GEO,51402,2358,1.29,591.0,2021-04-30,4,30,2021,Friday,April
Georgia,GEO,54958,1251,1.38,314.0,2021-05-05,5,5,2021,Wednesday,May
Georgia,GEO,59473,1527,1.49,383.0,2021-05-06,5,6,2021,Thursday,May
Georgia,GEO,63387,1712,1.59,429.0,2021-05-07,5,7,2021,Friday,May
Georgia,GEO,68045,2276,1.71,571.0,2021-05-08,5,8,2021,Saturday,May
Georgia,GEO,73299,2823,1.84,708.0,2021-05-10,5,10,2021,Monday,May
Georgia,GEO,78640,3485,1.97,874.0,2021-05-11,5,11,2021,Tuesday,May
Georgia,GEO,83945,4141,2.1,1038.0,2021-05-12,5,12,2021,Wednesday,May
Georgia,GEO,90427,4422,2.27,1108.0,2021-05-13,5,13,2021,Thursday,May
Georgia,GEO,94583,4457,2.37,1117.0,2021-05-14,5,14,2021,Friday,May
Georgia,GEO,99234,4456,2.49,1117.0,2021-05-15,5,15,2021,Saturday,May
Georgia,GEO,103903,4372,2.6,1096.0,2021-05-17,5,17,2021,Monday,May
Georgia,GEO,108382,4249,2.72,1065.0,2021-05-18,5,18,2021,Tuesday,May
Georgia,GEO,112666,4103,2.82,1029.0,2021-05-19,5,19,2021,Wednesday,May
Georgia,GEO,117289,3837,2.94,962.0,2021-05-20,5,20,2021,Thursday,May
Georgia,GEO,121647,3866,3.05,969.0,2021-05-21,5,21,2021,Friday,May
Georgia,GEO,125718,3783,3.15,948.0,2021-05-22,5,22,2021,Saturday,May
Germany,DEU,42647,18560,0.05,222.0,2020-12-28,12,28,2020,Monday,December
Germany,DEU,93468,34690,0.11,414.0,2020-12-29,12,29,2020,Tuesday,December
Germany,DEU,156475,44129,0.19,527.0,2020-12-30,12,30,2020,Wednesday,December
Germany,DEU,206664,45644,0.25,545.0,2020-12-31,12,31,2020,Thursday,December
Germany,DEU,225598,40302,0.27,481.0,2021-01-01,1,1,2021,Friday,January
Germany,DEU,278134,42341,0.33,505.0,2021-01-02,1,2,2021,Saturday,January
Germany,DEU,302032,39706,0.36,474.0,2021-01-03,1,3,2021,Sunday,January
Germany,DEU,350205,43937,0.42,524.0,2021-01-04,1,4,2021,Monday,January
Germany,DEU,403971,44358,0.48,529.0,2021-01-05,1,5,2021,Tuesday,January
Germany,DEU,466639,44309,0.56,529.0,2021-01-06,1,6,2021,Wednesday,January
Germany,DEU,522724,45151,0.62,539.0,2021-01-07,1,7,2021,Thursday,January
Germany,DEU,585779,51454,0.7,614.0,2021-01-08,1,8,2021,Friday,January
Germany,DEU,647217,52726,0.77,629.0,2021-01-09,1,9,2021,Saturday,January
Germany,DEU,682730,54385,0.81,649.0,2021-01-10,1,10,2021,Sunday,January
Germany,DEU,750333,57161,0.9,682.0,2021-01-11,1,11,2021,Monday,January
Germany,DEU,833057,61298,0.99,732.0,2021-01-12,1,12,2021,Tuesday,January
Germany,DEU,944851,68316,1.13,815.0,2021-01-13,1,13,2021,Wednesday,January
Germany,DEU,1027998,72182,1.23,862.0,2021-01-14,1,14,2021,Thursday,January
Germany,DEU,1119563,76255,1.34,910.0,2021-01-15,1,15,2021,Friday,January
Germany,DEU,1177136,75703,1.4,904.0,2021-01-16,1,16,2021,Saturday,January
Germany,DEU,1226136,77629,1.46,927.0,2021-01-17,1,17,2021,Sunday,January
Germany,DEU,1308769,79777,1.56,952.0,2021-01-18,1,18,2021,Monday,January
Germany,DEU,1426472,84774,1.7,1012.0,2021-01-19,1,19,2021,Tuesday,January
Germany,DEU,1558493,87663,1.86,1046.0,2021-01-20,1,20,2021,Wednesday,January
Germany,DEU,1666214,91174,1.99,1088.0,2021-01-21,1,21,2021,Thursday,January
Germany,DEU,1770298,92962,2.11,1110.0,2021-01-22,1,22,2021,Friday,January
Germany,DEU,1855302,96881,2.21,1156.0,2021-01-23,1,23,2021,Saturday,January
Germany,DEU,1904533,96914,2.27,1157.0,2021-01-24,1,24,2021,Sunday,January
Germany,DEU,1996235,98209,2.38,1172.0,2021-01-25,1,25,2021,Monday,January
Germany,DEU,2094908,95491,2.5,1140.0,2021-01-26,1,26,2021,Tuesday,January
Germany,DEU,2206047,92508,2.63,1104.0,2021-01-27,1,27,2021,Wednesday,January
Germany,DEU,2297276,90152,2.74,1076.0,2021-01-28,1,28,2021,Thursday,January
Germany,DEU,2406389,90870,2.87,1085.0,2021-01-29,1,29,2021,Friday,January
Germany,DEU,2494894,91370,2.98,1091.0,2021-01-30,1,30,2021,Saturday,January
Germany,DEU,2551408,92411,3.05,1103.0,2021-01-31,1,31,2021,Sunday,January
Germany,DEU,2672055,96546,3.19,1152.0,2021-02-01,2,1,2021,Monday,February
Germany,DEU,2803810,101272,3.35,1209.0,2021-02-02,2,2,2021,Tuesday,February
Germany,DEU,2963428,108197,3.54,1291.0,2021-02-03,2,3,2021,Wednesday,February
Germany,DEU,3095200,113989,3.69,1361.0,2021-02-04,2,4,2021,Thursday,February
Germany,DEU,3239996,119087,3.87,1421.0,2021-02-05,2,5,2021,Friday,February
Germany,DEU,3340144,120750,3.99,1441.0,2021-02-06,2,6,2021,Saturday,February
Germany,DEU,3394401,120428,4.05,1437.0,2021-02-07,2,7,2021,Sunday,February
Germany,DEU,3504346,118899,4.18,1419.0,2021-02-08,2,8,2021,Monday,February
Germany,DEU,3638281,119210,4.34,1423.0,2021-02-09,2,9,2021,Tuesday,February
Germany,DEU,3790075,118092,4.52,1409.0,2021-02-10,2,10,2021,Wednesday,February
Germany,DEU,3931224,119432,4.69,1425.0,2021-02-11,2,11,2021,Thursday,February
Germany,DEU,4088716,121246,4.88,1447.0,2021-02-12,2,12,2021,Friday,February
Germany,DEU,4196476,122333,5.01,1460.0,2021-02-13,2,13,2021,Saturday,February
Germany,DEU,4261768,123910,5.09,1479.0,2021-02-14,2,14,2021,Sunday,February
Germany,DEU,4388626,126326,5.24,1508.0,2021-02-15,2,15,2021,Monday,February
Germany,DEU,4525268,126712,5.4,1512.0,2021-02-16,2,16,2021,Tuesday,February
Germany,DEU,4674504,126347,5.58,1508.0,2021-02-17,2,17,2021,Wednesday,February
Germany,DEU,4817212,126570,5.75,1511.0,2021-02-18,2,18,2021,Thursday,February
Germany,DEU,4971867,126164,5.93,1506.0,2021-02-19,2,19,2021,Friday,February
Germany,DEU,5085281,126972,6.07,1515.0,2021-02-20,2,20,2021,Saturday,February
Germany,DEU,5171434,129952,6.17,1551.0,2021-02-21,2,21,2021,Sunday,February
Germany,DEU,5331794,134738,6.36,1608.0,2021-02-22,2,22,2021,Monday,February
Germany,DEU,5498967,139100,6.56,1660.0,2021-02-23,2,23,2021,Tuesday,February
Germany,DEU,5674970,142924,6.77,1706.0,2021-02-24,2,24,2021,Wednesday,February
Germany,DEU,5864372,149594,7.0,1785.0,2021-02-25,2,25,2021,Thursday,February
Germany,DEU,6074222,157479,7.25,1880.0,2021-02-26,2,26,2021,Friday,February
Germany,DEU,6222838,162508,7.43,1940.0,2021-02-27,2,27,2021,Saturday,February
Germany,DEU,6330937,165643,7.56,1977.0,2021-02-28,2,28,2021,Sunday,February
Germany,DEU,6526786,170713,7.79,2038.0,2021-03-01,3,1,2021,Monday,March
Germany,DEU,6746873,178272,8.05,2128.0,2021-03-02,3,2,2021,Tuesday,March
Germany,DEU,6990700,187961,8.34,2243.0,2021-03-03,3,3,2021,Wednesday,March
Germany,DEU,7233881,195644,8.63,2335.0,2021-03-04,3,4,2021,Thursday,March
Germany,DEU,7503052,204119,8.96,2436.0,2021-03-05,3,5,2021,Friday,March
Germany,DEU,7705538,211814,9.2,2528.0,2021-03-06,3,6,2021,Saturday,March
Germany,DEU,7855918,217854,9.38,2600.0,2021-03-07,3,7,2021,Sunday,March
Germany,DEU,8095156,224053,9.66,2674.0,2021-03-08,3,8,2021,Monday,March
Germany,DEU,8345638,228395,9.96,2726.0,2021-03-09,3,9,2021,Tuesday,March
Germany,DEU,8629415,234102,10.3,2794.0,2021-03-10,3,10,2021,Wednesday,March
Germany,DEU,8911046,239595,10.64,2860.0,2021-03-11,3,11,2021,Thursday,March
Germany,DEU,9235254,247457,11.02,2954.0,2021-03-12,3,12,2021,Friday,March
Germany,DEU,9481835,253757,11.32,3029.0,2021-03-13,3,13,2021,Saturday,March
Germany,DEU,9653059,256734,11.52,3064.0,2021-03-14,3,14,2021,Sunday,March
Germany,DEU,9901348,258027,11.82,3080.0,2021-03-15,3,15,2021,Monday,March
Germany,DEU,10080526,247841,12.03,2958.0,2021-03-16,3,16,2021,Tuesday,March
Germany,DEU,10285755,236620,12.28,2824.0,2021-03-17,3,17,2021,Wednesday,March
Germany,DEU,10480470,224203,12.51,2676.0,2021-03-18,3,18,2021,Thursday,March
Germany,DEU,10724406,212736,12.8,2539.0,2021-03-19,3,19,2021,Friday,March
Germany,DEU,10944676,208977,13.06,2494.0,2021-03-20,3,20,2021,Saturday,March
Germany,DEU,11110772,208245,13.26,2486.0,2021-03-21,3,21,2021,Sunday,March
Germany,DEU,11376984,210805,13.58,2516.0,2021-03-22,3,22,2021,Monday,March
Germany,DEU,11674926,227771,13.93,2719.0,2021-03-23,3,23,2021,Tuesday,March
Germany,DEU,12009045,246184,14.33,2938.0,2021-03-24,3,24,2021,Wednesday,March
Germany,DEU,12346655,266598,14.74,3182.0,2021-03-25,3,25,2021,Thursday,March
Germany,DEU,12721445,285291,15.18,3405.0,2021-03-26,3,26,2021,Friday,March
Germany,DEU,13008268,294799,15.53,3519.0,2021-03-27,3,27,2021,Saturday,March
Germany,DEU,13205194,299203,15.76,3571.0,2021-03-28,3,28,2021,Sunday,March
Germany,DEU,13514097,305302,16.13,3644.0,2021-03-29,3,29,2021,Monday,March
Germany,DEU,13842717,309684,16.52,3696.0,2021-03-30,3,30,2021,Tuesday,March
Germany,DEU,14184366,310760,16.93,3709.0,2021-03-31,3,31,2021,Wednesday,March
Germany,DEU,14508470,308831,17.32,3686.0,2021-04-01,4,1,2021,Thursday,April
Germany,DEU,14738472,288147,17.59,3439.0,2021-04-02,4,2,2021,Friday,April
Germany,DEU,14970505,280320,17.87,3346.0,2021-04-03,4,3,2021,Saturday,April
Germany,DEU,15166635,280206,18.1,3344.0,2021-04-04,4,4,2021,Sunday,April
Germany,DEU,15416312,271745,18.4,3243.0,2021-04-05,4,5,2021,Monday,April
Germany,DEU,15794995,278897,18.85,3329.0,2021-04-06,4,6,2021,Tuesday,April
Germany,DEU,16473265,326986,19.66,3903.0,2021-04-07,4,7,2021,Wednesday,April
Germany,DEU,17206440,385424,20.54,4600.0,2021-04-08,4,8,2021,Thursday,April
Germany,DEU,17829595,441589,21.28,5271.0,2021-04-09,4,9,2021,Friday,April
Germany,DEU,18197978,461068,21.72,5503.0,2021-04-10,4,10,2021,Saturday,April
Germany,DEU,18458573,470277,22.03,5613.0,2021-04-11,4,11,2021,Sunday,April
Germany,DEU,18874490,494025,22.53,5896.0,2021-04-12,4,12,2021,Monday,April
Germany,DEU,19445993,521571,23.21,6225.0,2021-04-13,4,13,2021,Tuesday,April
Germany,DEU,20220388,535303,24.13,6389.0,2021-04-14,4,14,2021,Wednesday,April
Germany,DEU,20900465,527718,24.95,6299.0,2021-04-15,4,15,2021,Thursday,April
Germany,DEU,21494304,523530,25.65,6249.0,2021-04-16,4,16,2021,Friday,April
Germany,DEU,21856637,522666,26.09,6238.0,2021-04-17,4,17,2021,Saturday,April
Germany,DEU,22122832,523466,26.4,6248.0,2021-04-18,4,18,2021,Sunday,April
Germany,DEU,22522069,521083,26.88,6219.0,2021-04-19,4,19,2021,Monday,April
Germany,DEU,23077587,518799,27.54,6192.0,2021-04-20,4,20,2021,Tuesday,April
Germany,DEU,23791321,510133,28.4,6089.0,2021-04-21,4,21,2021,Wednesday,April
Germany,DEU,24425448,503569,29.15,6010.0,2021-04-22,4,22,2021,Thursday,April
Germany,DEU,24976535,497462,29.81,5937.0,2021-04-23,4,23,2021,Friday,April
Germany,DEU,25345744,498444,30.25,5949.0,2021-04-24,4,24,2021,Saturday,April
Germany,DEU,25628993,500880,30.59,5978.0,2021-04-25,4,25,2021,Sunday,April
Germany,DEU,26056987,504988,31.1,6027.0,2021-04-26,4,26,2021,Monday,April
Germany,DEU,26841015,537633,32.04,6417.0,2021-04-27,4,27,2021,Tuesday,April
Germany,DEU,27961666,595764,33.37,7111.0,2021-04-28,4,28,2021,Wednesday,April
Germany,DEU,28902829,639626,34.5,7634.0,2021-04-29,4,29,2021,Thursday,April
Germany,DEU,29702734,675171,35.45,8058.0,2021-04-30,4,30,2021,Friday,April
Germany,DEU,30037994,670321,35.85,8001.0,2021-05-01,5,1,2021,Saturday,May
Germany,DEU,30301090,667442,36.17,7966.0,2021-05-02,5,2,2021,Sunday,May
Germany,DEU,30750616,670518,36.7,8003.0,2021-05-03,5,3,2021,Monday,May
Germany,DEU,31590460,678492,37.7,8098.0,2021-05-04,5,4,2021,Tuesday,May
Germany,DEU,32725060,680485,39.06,8122.0,2021-05-05,5,5,2021,Wednesday,May
Germany,DEU,33703435,685801,40.23,8185.0,2021-05-06,5,6,2021,Thursday,May
Germany,DEU,34579312,696654,41.27,8315.0,2021-05-07,5,7,2021,Friday,May
Germany,DEU,35001198,709029,41.78,8463.0,2021-05-08,5,8,2021,Saturday,May
Germany,DEU,35284408,711903,42.11,8497.0,2021-05-09,5,9,2021,Sunday,May
Germany,DEU,35866150,730791,42.81,8722.0,2021-05-10,5,10,2021,Monday,May
Germany,DEU,36941758,764471,44.09,9124.0,2021-05-11,5,11,2021,Tuesday,May
Germany,DEU,38342222,802452,45.76,9578.0,2021-05-12,5,12,2021,Wednesday,May
Germany,DEU,38763323,722841,46.27,8627.0,2021-05-13,5,13,2021,Thursday,May
Germany,DEU,39506466,703879,47.15,8401.0,2021-05-14,5,14,2021,Friday,May
Germany,DEU,39897073,699411,47.62,8348.0,2021-05-15,5,15,2021,Saturday,May
Germany,DEU,40173247,698406,47.95,8336.0,2021-05-16,5,16,2021,Sunday,May
Germany,DEU,40716796,692949,48.6,8271.0,2021-05-17,5,17,2021,Monday,May
Germany,DEU,41582523,662966,49.63,7913.0,2021-05-18,5,18,2021,Tuesday,May
Germany,DEU,42665879,617665,50.92,7372.0,2021-05-19,5,19,2021,Wednesday,May
Germany,DEU,43587855,689219,52.02,8226.0,2021-05-20,5,20,2021,Thursday,May
Germany,DEU,44385214,696964,52.98,8319.0,2021-05-21,5,21,2021,Friday,May
Ghana,GHA,202252,28893,0.65,930.0,2021-03-08,3,8,2021,Monday,March
Ghana,GHA,300000,34602,0.97,1114.0,2021-03-10,3,10,2021,Wednesday,March
Ghana,GHA,420000,15000,1.35,483.0,2021-03-18,3,18,2021,Thursday,March
Ghana,GHA,500000,13571,1.61,437.0,2021-03-24,3,24,2021,Wednesday,March
Ghana,GHA,599128,7081,1.93,228.0,2021-04-07,4,7,2021,Wednesday,April
Ghana,GHA,647380,12962,2.08,417.0,2021-04-08,4,8,2021,Thursday,April
Ghana,GHA,681211,16784,2.19,540.0,2021-04-09,4,9,2021,Friday,April
Ghana,GHA,703752,17981,2.26,579.0,2021-04-11,4,11,2021,Sunday,April
Ghana,GHA,742349,22483,2.39,724.0,2021-04-12,4,12,2021,Monday,April
Ghana,GHA,755686,15472,2.43,498.0,2021-04-15,4,15,2021,Thursday,April
Ghana,GHA,842521,13675,2.71,440.0,2021-04-20,4,20,2021,Tuesday,April
Ghana,GHA,846588,3062,2.72,99.0,2021-04-26,4,26,2021,Monday,April
Ghana,GHA,849527,710,2.73,23.0,2021-04-30,4,30,2021,Friday,April
Ghana,GHA,852047,360,2.74,12.0,2021-05-07,5,7,2021,Friday,May
Gibraltar,GIB,1445,1025,4.29,30424.0,2021-01-11,1,11,2021,Monday,January
Gibraltar,GIB,2501,1040,7.42,30869.0,2021-01-12,1,12,2021,Tuesday,January
Gibraltar,GIB,5135,943,15.24,27990.0,2021-01-15,1,15,2021,Friday,January
Gibraltar,GIB,5847,904,17.35,26832.0,2021-01-16,1,16,2021,Saturday,January
Gibraltar,GIB,5847,775,17.35,23003.0,2021-01-17,1,17,2021,Sunday,January
Gibraltar,GIB,6435,713,19.1,21163.0,2021-01-18,1,18,2021,Monday,January
Gibraltar,GIB,7017,645,20.83,19145.0,2021-01-19,1,19,2021,Tuesday,January
Gibraltar,GIB,7017,520,20.83,15434.0,2021-01-20,1,20,2021,Wednesday,January
Gibraltar,GIB,7947,527,23.59,15642.0,2021-01-21,1,21,2021,Thursday,January
Gibraltar,GIB,8877,535,26.35,15880.0,2021-01-22,1,22,2021,Friday,January
Gibraltar,GIB,9807,566,29.11,16800.0,2021-01-23,1,23,2021,Saturday,January
Gibraltar,GIB,10341,642,30.69,19056.0,2021-01-24,1,24,2021,Sunday,January
Gibraltar,GIB,10539,586,31.28,17393.0,2021-01-25,1,25,2021,Monday,January
Gibraltar,GIB,11073,579,32.87,17186.0,2021-01-26,1,26,2021,Tuesday,January
Gibraltar,GIB,11607,656,34.45,19471.0,2021-01-27,1,27,2021,Wednesday,January
Gibraltar,GIB,12332,626,36.6,18581.0,2021-01-28,1,28,2021,Thursday,January
Gibraltar,GIB,12866,570,38.19,16918.0,2021-01-29,1,29,2021,Friday,January
Gibraltar,GIB,12866,437,38.19,12971.0,2021-01-30,1,30,2021,Saturday,January
Gibraltar,GIB,13286,421,39.43,12496.0,2021-01-31,1,31,2021,Sunday,January
Gibraltar,GIB,14299,537,42.44,15939.0,2021-02-01,2,1,2021,Monday,February
Gibraltar,GIB,15391,617,45.68,18313.0,2021-02-02,2,2,2021,Tuesday,February
Gibraltar,GIB,16177,653,48.02,19382.0,2021-02-03,2,3,2021,Wednesday,February
Gibraltar,GIB,17189,694,51.02,20599.0,2021-02-04,2,4,2021,Thursday,February
Gibraltar,GIB,18274,773,54.24,22944.0,2021-02-05,2,5,2021,Friday,February
Gibraltar,GIB,19072,887,56.61,26328.0,2021-02-06,2,6,2021,Saturday,February
Gibraltar,GIB,19072,827,56.61,24547.0,2021-02-07,2,7,2021,Sunday,February
Gibraltar,GIB,20044,821,59.49,24369.0,2021-02-08,2,8,2021,Monday,February
Gibraltar,GIB,21021,804,62.39,23864.0,2021-02-09,2,9,2021,Tuesday,February
Gibraltar,GIB,21999,832,65.3,24695.0,2021-02-10,2,10,2021,Wednesday,February
Gibraltar,GIB,23103,845,68.57,25081.0,2021-02-11,2,11,2021,Thursday,February
Gibraltar,GIB,24195,846,71.81,25111.0,2021-02-12,2,12,2021,Friday,February
Gibraltar,GIB,25287,888,75.06,26357.0,2021-02-13,2,13,2021,Saturday,February
Gibraltar,GIB,25941,981,77.0,29118.0,2021-02-14,2,14,2021,Sunday,February
Gibraltar,GIB,26379,905,78.3,26862.0,2021-02-15,2,15,2021,Monday,February
Gibraltar,GIB,27033,859,80.24,25496.0,2021-02-16,2,16,2021,Tuesday,February
Gibraltar,GIB,27687,813,82.18,24131.0,2021-02-17,2,17,2021,Wednesday,February
Gibraltar,GIB,28778,811,85.42,24072.0,2021-02-18,2,18,2021,Thursday,February
Gibraltar,GIB,29334,734,87.07,21786.0,2021-02-19,2,19,2021,Friday,February
Gibraltar,GIB,29334,578,87.07,17156.0,2021-02-20,2,20,2021,Saturday,February
Gibraltar,GIB,30432,642,90.33,19056.0,2021-02-21,2,21,2021,Sunday,February
Gibraltar,GIB,31631,750,93.89,22261.0,2021-02-22,2,22,2021,Monday,February
Gibraltar,GIB,32705,810,97.07,24042.0,2021-02-23,2,23,2021,Tuesday,February
Gibraltar,GIB,33371,812,99.05,24101.0,2021-02-24,2,24,2021,Wednesday,February
Gibraltar,GIB,34600,832,102.7,24695.0,2021-02-25,2,25,2021,Thursday,February
Gibraltar,GIB,35890,937,106.53,27812.0,2021-02-26,2,26,2021,Friday,February
Gibraltar,GIB,36808,1068,109.25,31700.0,2021-02-27,2,27,2021,Saturday,February
Gibraltar,GIB,36808,911,109.25,27040.0,2021-02-28,2,28,2021,Sunday,February
Gibraltar,GIB,38056,918,112.96,27248.0,2021-03-01,3,1,2021,Monday,March
Gibraltar,GIB,39322,945,116.71,28049.0,2021-03-02,3,2,2021,Tuesday,March
Gibraltar,GIB,40652,1040,120.66,30869.0,2021-03-03,3,3,2021,Wednesday,March
Gibraltar,GIB,41318,960,122.64,28494.0,2021-03-04,3,4,2021,Thursday,March
Gibraltar,GIB,42548,951,126.29,28227.0,2021-03-05,3,5,2021,Friday,March
Gibraltar,GIB,43712,986,129.74,29266.0,2021-03-06,3,6,2021,Saturday,March
Gibraltar,GIB,43712,986,129.74,29266.0,2021-03-07,3,7,2021,Sunday,March
Gibraltar,GIB,44240,883,131.31,26209.0,2021-03-08,3,8,2021,Monday,March
Gibraltar,GIB,44894,796,133.25,23626.0,2021-03-09,3,9,2021,Tuesday,March
Gibraltar,GIB,44894,606,133.25,17987.0,2021-03-10,3,10,2021,Wednesday,March
Gibraltar,GIB,45488,596,135.02,17690.0,2021-03-11,3,11,2021,Thursday,March
Gibraltar,GIB,46136,513,136.94,15227.0,2021-03-12,3,12,2021,Friday,March
Gibraltar,GIB,46136,346,136.94,10270.0,2021-03-13,3,13,2021,Saturday,March
Gibraltar,GIB,47210,500,140.13,14841.0,2021-03-14,3,14,2021,Sunday,March
Gibraltar,GIB,48296,579,143.35,17186.0,2021-03-15,3,15,2021,Monday,March
Gibraltar,GIB,49328,633,146.41,18788.0,2021-03-16,3,16,2021,Tuesday,March
Gibraltar,GIB,49981,727,148.35,21578.0,2021-03-17,3,17,2021,Wednesday,March
Gibraltar,GIB,51163,811,151.86,24072.0,2021-03-18,3,18,2021,Thursday,March
Gibraltar,GIB,52331,885,155.33,26268.0,2021-03-19,3,19,2021,Friday,March
Gibraltar,GIB,53171,1005,157.82,29830.0,2021-03-20,3,20,2021,Saturday,March
Gibraltar,GIB,53171,852,157.82,25289.0,2021-03-21,3,21,2021,Sunday,March
Gibraltar,GIB,53861,795,159.87,23597.0,2021-03-22,3,22,2021,Monday,March
Gibraltar,GIB,54587,751,162.02,22291.0,2021-03-23,3,23,2021,Tuesday,March
Gibraltar,GIB,55877,842,165.85,24992.0,2021-03-24,3,24,2021,Wednesday,March
Gibraltar,GIB,56536,768,167.81,22795.0,2021-03-25,3,25,2021,Thursday,March
Gibraltar,GIB,57646,759,171.1,22528.0,2021-03-26,3,26,2021,Friday,March
Gibraltar,GIB,58756,798,174.4,23686.0,2021-03-27,3,27,2021,Saturday,March
Gibraltar,GIB,59050,741,175.27,21994.0,2021-03-29,3,29,2021,Monday,March
Gibraltar,GIB,59698,730,177.19,21668.0,2021-03-30,3,30,2021,Tuesday,March
Gibraltar,GIB,60265,627,178.88,18610.0,2021-03-31,3,31,2021,Wednesday,March
Gibraltar,GIB,60907,624,180.78,18521.0,2021-04-01,4,1,2021,Thursday,April
Gibraltar,GIB,62341,297,185.04,8815.0,2021-04-07,4,7,2021,Wednesday,April
Gibraltar,GIB,63017,267,187.04,7925.0,2021-04-09,4,9,2021,Friday,April
Gibraltar,GIB,63671,327,188.99,9706.0,2021-04-10,4,10,2021,Saturday,April
Gibraltar,GIB,64319,385,190.91,11427.0,2021-04-11,4,11,2021,Sunday,April
Gibraltar,GIB,64931,438,192.73,13001.0,2021-04-12,4,12,2021,Monday,April
Gibraltar,GIB,66209,587,196.52,17423.0,2021-04-13,4,13,2021,Tuesday,April
Gibraltar,GIB,66232,508,196.59,15078.0,2021-04-15,4,15,2021,Thursday,April
Gibraltar,GIB,66712,342,198.01,10151.0,2021-04-18,4,18,2021,Sunday,April
Gibraltar,GIB,67366,164,199.95,4868.0,2021-04-21,4,21,2021,Wednesday,April
Gibraltar,GIB,67972,249,201.75,7391.0,2021-04-22,4,22,2021,Thursday,April
Gibraltar,GIB,68752,260,204.07,7717.0,2021-04-26,4,26,2021,Monday,April
Gibraltar,GIB,69532,341,206.38,10121.0,2021-04-27,4,27,2021,Tuesday,April
Gibraltar,GIB,70334,337,208.76,10003.0,2021-04-29,4,29,2021,Thursday,April
Gibraltar,GIB,71114,421,211.08,12496.0,2021-04-30,4,30,2021,Friday,April
Gibraltar,GIB,71894,337,213.39,10003.0,2021-05-04,5,4,2021,Tuesday,May
Gibraltar,GIB,72674,392,215.71,11635.0,2021-05-05,5,5,2021,Wednesday,May
Gibraltar,GIB,73476,449,218.09,13327.0,2021-05-06,5,6,2021,Thursday,May
Gibraltar,GIB,74256,449,220.4,13327.0,2021-05-07,5,7,2021,Friday,May
Gibraltar,GIB,74461,141,221.01,4185.0,2021-05-13,5,13,2021,Thursday,May
Gibraltar,GIB,75181,113,223.15,3354.0,2021-05-18,5,18,2021,Tuesday,May
Gibraltar,GIB,75961,219,225.46,6500.0,2021-05-19,5,19,2021,Wednesday,May
Gibraltar,GIB,76189,206,226.14,6114.0,2021-05-22,5,22,2021,Saturday,May
Greece,GRC,1077,630,0.01,60.0,2020-12-29,12,29,2020,Tuesday,December
